,Account,Compound,Created Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
324,@LoLZven,0.0,Mon Mar 19 19:54:24 +0000 2018,0.0,1.0,0.0,@G2Perkz Lets raid the local kebab shop when I'm back,325
325,@LoLZven,0.617,Mon Mar 19 18:56:37 +0000 2018,0.0,0.777,0.223,RT @konkwon: I will be looking to join a team for summer split. Barely got to play competitive in 2017 despite being around and I am eager…,326
326,@LoLZven,0.625,Mon Mar 19 04:04:56 +0000 2018,0.0,0.709,0.291,"I am so fucking HYPED RIGHT NOW!! TSSSMMMMM!!

GG CG and TL!",327
327,@LoLZven,0.0,Sun Mar 18 22:04:21 +0000 2018,0.0,1.0,0.0,@RiotDeficio Lord Svenningsen and Senor Mithy,328
328,@LoLZven,0.8805,Sun Mar 18 21:59:13 +0000 2018,0.0,0.705,0.295,"WOOO!!! TSSMMMM!! 
So happy with our second half of the split :D

Time to watch the rest of the games and wait for… https://t.co/l0PtoEX0v4",329
329,@LoLZven,-0.296,Sun Mar 18 18:09:48 +0000 2018,0.087,0.913,0.0,"RT @G2Perkz: hahahaha @Expect74 and @Tricklol12 - no job and relegation

mid ad &amp; sup = all in playoff

last year koreans were holding us d…",330
330,@LoLZven,0.9088,Sun Mar 18 00:45:04 +0000 2018,0.0,0.636,0.364,"Not the most exciting game ever but I am very happy we made playoffs, our progress in the second half has been grea… https://t.co/udNmN0lnVa",331
331,@LoLZven,-0.4199,Fri Mar 16 20:55:05 +0000 2018,0.128,0.872,0.0,"RT @TeamSoloMid: The team strikes back against TL and C9 in the latest episode of TSM: Legends!

?? https://t.co/5KQju6t19x https://t.co/wj…",332
332,@LoLZven,-0.3252,Fri Mar 16 05:51:37 +0000 2018,0.206,0.794,0.0,"@LewisFarleyFilm @mithytsm @MikeYeunglol Lewis, I cannot guruantee your safety at lan",333
333,@LoLZven,0.4588,Mon Mar 12 22:00:28 +0000 2018,0.0,0.75,0.25,"oi oi oi my lords, we are live :)

https://t.co/ziYMt49Kxd",334
334,@LoLZven,0.0,Mon Mar 12 19:35:18 +0000 2018,0.0,1.0,0.0,@Sneaky @estherlynnhhj Legend,335
335,@LoLZven,0.3818,Mon Mar 12 19:27:04 +0000 2018,0.0,0.755,0.245,"RT @Sneaky: Dark Elementalist Lux ?
Photo credit: @estherlynnhhj https://t.co/g8HG3soZTT",336
336,@LoLZven,0.0,Sun Mar 11 23:57:46 +0000 2018,0.0,1.0,0.0,@GiliusLoL Danke bro,337
337,@LoLZven,-0.2867,Sun Mar 11 22:42:57 +0000 2018,0.314,0.461,0.225,"T S motherfucking M

One step closer to playoffs, GG C9!",338
338,@LoLZven,0.0,Sun Mar 11 08:11:31 +0000 2018,0.0,1.0,0.0,@jyzres I can sign it tomorrow if you are at the Arena,339
339,@LoLZven,0.1343,Sun Mar 11 02:12:03 +0000 2018,0.247,0.458,0.295,"TSMMMMMMMMMMMMM

The crowd was insane today! GG",340
340,@LoLZven,0.636,Wed Apr 18 18:53:15 +0000 2018,0.0,0.809,0.191,"RT @LoLZven: We're giving away my @LogitechG setup!

To enter the giveaway -- follow me, follow @TeamSoloMid on twitter, RT and like this p…",341
341,@LoLZven,0.4003,Tue Apr 17 21:31:26 +0000 2018,0.0,0.876,0.124,"We're giving away my @LogitechG setup!

To enter the giveaway -- follow me, follow @TeamSoloMid on twitter, RT and… https://t.co/S5Kni9GGs3",342
342,@LoLZven,0.0,Fri Mar 23 05:19:29 +0000 2018,0.0,1.0,0.0,@parthenaan TSSMMMMMMMMMMMMMMMMMM,343
343,@LoLZven,0.0,Wed Mar 21 03:38:07 +0000 2018,0.0,1.0,0.0,@TSMShady XDDDDDD,344
344,@LoLZven,0.0,Mon Mar 19 19:54:24 +0000 2018,0.0,1.0,0.0,@G2Perkz Lets raid the local kebab shop when I'm back,345
345,@LoLZven,0.617,Mon Mar 19 18:56:37 +0000 2018,0.0,0.777,0.223,RT @konkwon: I will be looking to join a team for summer split. Barely got to play competitive in 2017 despite being around and I am eager…,346
346,@LoLZven,0.625,Mon Mar 19 04:04:56 +0000 2018,0.0,0.709,0.291,"I am so fucking HYPED RIGHT NOW!! TSSSMMMMM!!

GG CG and TL!",347
347,@LoLZven,0.0,Sun Mar 18 22:04:21 +0000 2018,0.0,1.0,0.0,@RiotDeficio Lord Svenningsen and Senor Mithy,348
348,@LoLZven,0.8805,Sun Mar 18 21:59:13 +0000 2018,0.0,0.705,0.295,"WOOO!!! TSSMMMM!! 
So happy with our second half of the split :D

Time to watch the rest of the games and wait for… https://t.co/l0PtoEX0v4",349
349,@LoLZven,-0.296,Sun Mar 18 18:09:48 +0000 2018,0.087,0.913,0.0,"RT @G2Perkz: hahahaha @Expect74 and @Tricklol12 - no job and relegation

mid ad &amp; sup = all in playoff

last year koreans were holding us d…",350
350,@LoLZven,0.9088,Sun Mar 18 00:45:04 +0000 2018,0.0,0.636,0.364,"Not the most exciting game ever but I am very happy we made playoffs, our progress in the second half has been grea… https://t.co/udNmN0lnVa",351
351,@LoLZven,-0.4199,Fri Mar 16 20:55:05 +0000 2018,0.128,0.872,0.0,"RT @TeamSoloMid: The team strikes back against TL and C9 in the latest episode of TSM: Legends!

?? https://t.co/5KQju6t19x https://t.co/wj…",352
352,@LoLZven,-0.3252,Fri Mar 16 05:51:37 +0000 2018,0.206,0.794,0.0,"@LewisFarleyFilm @mithytsm @MikeYeunglol Lewis, I cannot guruantee your safety at lan",353
353,@LoLZven,0.4588,Mon Mar 12 22:00:28 +0000 2018,0.0,0.75,0.25,"oi oi oi my lords, we are live :)

https://t.co/ziYMt49Kxd",354
354,@LoLZven,0.0,Mon Mar 12 19:35:18 +0000 2018,0.0,1.0,0.0,@Sneaky @estherlynnhhj Legend,355
355,@LoLZven,0.3818,Mon Mar 12 19:27:04 +0000 2018,0.0,0.755,0.245,"RT @Sneaky: Dark Elementalist Lux ?
Photo credit: @estherlynnhhj https://t.co/g8HG3soZTT",356
356,@LoLZven,0.0,Sun Mar 11 23:57:46 +0000 2018,0.0,1.0,0.0,@GiliusLoL Danke bro,357
