,Account,Compound,Created Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
377,@AltecLoL,0.0,Wed Feb 28 00:33:20 +0000 2018,0.0,1.0,0.0,RT @lolesports: Take a closer look at @AltecLoL and @AdrianMaLOL's Kalista + Tahm Kench combo from @echofoxgg's week six victory against Te…,378
378,@AltecLoL,0.0,Mon Feb 26 00:03:04 +0000 2018,0.0,1.0,0.0,@lolHauntzer Hey,379
379,@AltecLoL,0.765,Sun Feb 25 22:47:22 +0000 2018,0.0,0.645,0.355,GGWP Liquid. Happy about out performance today and will continue to improve towards playoffs,380
380,@AltecLoL,0.6209,Wed Apr 18 16:17:32 +0000 2018,0.0,0.663,0.337,RT @Dardochlol: good morning guys ! rise n shine https://t.co/i5WADlSOsp !!!,381
381,@AltecLoL,0.0,Mon Apr 16 04:34:58 +0000 2018,0.0,1.0,0.0,@AriaSaki @LilyPichu HYPE BEAST,382
382,@AltecLoL,0.0,Sat Apr 14 19:11:53 +0000 2018,0.0,1.0,0.0,@AriaSaki @Huni @AdrianMaLOL tfti,383
383,@AltecLoL,0.3612,Sat Apr 14 02:23:07 +0000 2018,0.0,0.286,0.714,@AriaSaki ready,384
384,@AltecLoL,0.0,Fri Apr 13 02:13:50 +0000 2018,0.0,1.0,0.0,RT @AriaSaki: Team twintails ? https://t.co/dd2LbMQtBm https://t.co/ZcqB8PKhzV,385
385,@AltecLoL,0.0,Sun Apr 08 23:27:17 +0000 2018,0.0,1.0,0.0,@Impact GZ  bro,386
386,@AltecLoL,0.9411,Sun Apr 08 04:12:32 +0000 2018,0.0,0.468,0.532,RT @Huni: . @DrunkenDragons thanks for the best meal (krbbq) in Miami !!! Amazing team dinner :) https://t.co/vdLtreQTIT,387
387,@AltecLoL,0.0,Sun Apr 08 00:17:13 +0000 2018,0.0,1.0,0.0,@Huni  https://t.co/81B09R5lZi,388
388,@AltecLoL,0.5413,Sun Apr 08 00:16:15 +0000 2018,0.0,0.462,0.538,@Huni so hand some,389
389,@AltecLoL,0.9276,Sat Apr 07 22:50:32 +0000 2018,0.0,0.552,0.448,GG CLUTCH! That's the end of our split. Hope to come back stronger for summer split! Thanks for the support from fa… https://t.co/erY7Mbhg27,390
390,@AltecLoL,0.5267,Fri Apr 06 17:08:51 +0000 2018,0.0,0.825,0.175,RT @ElieDeshe: Congrats @AltecLoL for coming to Miami to take the #pingpong title from me. ?? https://t.co/AW5fHbh8Ap,391
